nct_id;url_link;lead_sponsor;overall_status;results_reported;is_overdue;completion_date;results_date;download_date;brief_title;population_type
NCT03063229;https://clinicaltrials.gov/show/NCT03063229;University of Edinburgh;Active, not recruiting;False;False;2018-09-01;No;2019-09-18;Energy Balance Following Islet Transplantation;3-no result and not yet overdue
NCT03064308;https://clinicaltrials.gov/show/NCT03064308;University of Nottingham;Completed;False;True;2018-07-26;No;2019-09-18;The Assessment of the Feasibility of a Home Based Exercise Programme in the Older Patient Following Major Surgery;2-no result and overdue
NCT00053872;https://clinicaltrials.gov/show/NCT00053872;University of Leicester;Unknown status;False;True;Not given;No;2019-09-18;Radiation Therapy Plus Combination Chemotherapy in Treating Children With Medulloblastoma;2-no result and overdue
NCT01793636;https://clinicaltrials.gov/show/NCT01793636;Queen Mary University of London;Terminated;False;True;2014-05-01;No;2019-09-18;A Study Comparing AZD2014 vs Everolimus in Patients With Metastatic Renal Cancer;2-no result and overdue
NCT01796561;https://clinicaltrials.gov/show/NCT01796561;University of Reading;Completed;False;True;2013-10-01;No;2019-09-18;The Effect of Olive Leaf Extract on Blood Pressure in Overweight Prehypertensives;2-no result and overdue
NCT01792726;https://clinicaltrials.gov/show/NCT01792726;University College London;Recruiting;False;False;2022-01-01;No;2019-09-18;A Comparison of Intra-operative Radiotherapy Boost With External Beam Radiotherapy Boost in Early Breast Cancer.;3-no result and not yet overdue
NCT01790009;https://clinicaltrials.gov/show/NCT01790009;University of Reading;Completed;False;True;2011-06-01;No;2019-09-18;Influence of Age on the Absorption and Metabolism of Cocoa Flavanols;2-no result and overdue
NCT01791985;https://clinicaltrials.gov/show/NCT01791985;Imperial College London;Completed;False;True;2016-11-01;No;2019-09-18;AZD4547 & Anastrozole or Letrozole (NSAIs) in ER+ Breast Cancer Patients Who Have Progressed on NSAIs (RADICAL);2-no result and overdue
NCT01792453;https://clinicaltrials.gov/show/NCT01792453;University of Nottingham;Completed;False;True;2013-03-01;No;2019-09-18;240 mL Water Drink Study;2-no result and overdue
NCT01796912;https://clinicaltrials.gov/show/NCT01796912;Imperial College London;Completed;False;True;2015-11-01;No;2019-09-18;Lipoprotein Apheresis in Refractory Angina Study;2-no result and overdue
NCT01793220;https://clinicaltrials.gov/show/NCT01793220;King's College London;Unknown status;False;True;2015-03-01;No;2019-09-18;Economic and Clinical Outcomes of Attendance in Psychosis Services Using SMS.;2-no result and overdue
NCT01793701;https://clinicaltrials.gov/show/NCT01793701;Queen Mary University of London;Unknown status;False;True;2016-04-01;No;2019-09-18;Intensity-modulated Radiotherapy for Locally Advanced Cervical Cancer;2-no result and overdue
NCT01795833;https://clinicaltrials.gov/show/NCT01795833;Imperial College London;Completed;False;True;2017-11-30;No;2019-09-18;Diabetes Prevention Using SMS Technology;2-no result and overdue
NCT00660231;https://clinicaltrials.gov/show/NCT00660231;University College London;Completed;False;True;2011-09-01;No;2019-09-18;Gemcitabine and Bexarotene in Treating Patients With Progressive or Refractory Stage IB, Stage II, Stage III, or Stage IV Cutaneous T-cell Non-Hodgkin Lymphoma;2-no result and overdue
NCT00666484;https://clinicaltrials.gov/show/NCT00666484;University College London;Completed;False;True;2012-09-01;No;2019-09-18;Combination Chemotherapy in Treating Younger Patients With Hodgkin Lymphoma;2-no result and overdue
NCT00662298;https://clinicaltrials.gov/show/NCT00662298;Imperial College London;Completed;False;True;2013-01-01;No;2019-09-18;Prednisolone Pharmacokinetics in Severe Asthma;2-no result and overdue
NCT00663338;https://clinicaltrials.gov/show/NCT00663338;University College London;Completed;False;True;2010-06-01;No;2019-09-18;Dopamine Agonist for Hemispatial Neglect and Motor Deficit Post Stroke;2-no result and overdue
NCT00663247;https://clinicaltrials.gov/show/NCT00663247;University of Nottingham;Completed;False;True;2011-01-01;No;2019-09-18;Mechanistic Randomized Controlled Trial (RCT) of Mesalazine in Symptomatic Diverticular Disease;2-no result and overdue
NCT00661973;https://clinicaltrials.gov/show/NCT00661973;Imperial College London;Withdrawn;False;False;2010-12-01;No;2019-09-18;Inhaled Corticosteroids on Airway Smooth Muscle in Asthma;3-no result and not yet overdue
NCT00663078;https://clinicaltrials.gov/show/NCT00663078;University of Bristol;Completed;False;True;2009-03-01;No;2019-09-18;Group Cognitive Behavioral Therapy (CBT) Intervention for Women With Mild to Moderate Depression;2-no result and overdue
NCT03590392;https://clinicaltrials.gov/show/NCT03590392;University of Oxford;Active, not recruiting;False;False;2019-09-30;No;2019-09-18;Safety and Immunogenicity of a Candidate CHIKV Vaccine (CHIK001);3-no result and not yet overdue
NCT03592966;https://clinicaltrials.gov/show/NCT03592966;King's College London;Recruiting;False;False;2019-10-01;No;2019-09-18;Investigating the Acute Effects of Blueberry (Poly)Phenols on Vascular Function and Cognition in Healthy Individuals.;3-no result and not yet overdue
NCT03594552;https://clinicaltrials.gov/show/NCT03594552;King's College London;Recruiting;False;False;2019-09-30;No;2019-09-18;Modulation of the Brain Excitatory/Inhibitory (E/I) Balance in Autism Spectrum Disorder (ASD);3-no result and not yet overdue
NCT03593863;https://clinicaltrials.gov/show/NCT03593863;University of Oxford;Active, not recruiting;False;False;2019-09-01;No;2019-09-18;The Effects of an In-school Physical Activity Intervention on Adolescents' Brain Structure and Function;3-no result and not yet overdue
NCT03595722;https://clinicaltrials.gov/show/NCT03595722;Imperial College London;Recruiting;False;False;2022-08-28;No;2019-09-18;Exploring HIFU as a Treatment for Rectal and Other Pelvic Cancers;3-no result and not yet overdue
NCT03593551;https://clinicaltrials.gov/show/NCT03593551;University College London;Completed;False;True;2018-06-28;No;2019-09-18;Effects of Different Relaxation Interventions on Reducing Stress in Chinese Breastfeeding Mothers;2-no result and overdue
NCT03593512;https://clinicaltrials.gov/show/NCT03593512;University of Oxford;Recruiting;False;False;2021-02-01;No;2019-09-18;Deep Brain Stimulation for Autonomic and Gait Symptoms in Multiple System Atrophy;3-no result and not yet overdue
NCT03592147;https://clinicaltrials.gov/show/NCT03592147;University College London;Completed;False;True;2018-06-04;No;2019-09-18;Investigation of Different Relaxation Techniques in Eliciting a Relaxation Response;2-no result and overdue
NCT03429686;https://clinicaltrials.gov/show/NCT03429686;University of Nottingham;Completed;False;True;2018-02-28;No;2019-09-18;Digital Reminiscence for People With Dementia;2-no result and overdue
NCT03424512;https://clinicaltrials.gov/show/NCT03424512;University of Liverpool;Not yet recruiting;False;False;2019-07-01;No;2019-09-18;Group Metacognitive Therapy for Anxiety and Depression in Cancer Survivors;3-no result and not yet overdue
NCT03425565;https://clinicaltrials.gov/show/NCT03425565;University College London;Recruiting;False;False;2024-09-01;No;2019-09-18;A Study of Pembrolizumab in Patients With Advanced Gynaecological Clear Cell Cancer;3-no result and not yet overdue
NCT03429075;https://clinicaltrials.gov/show/NCT03429075;Imperial College London;Recruiting;False;False;2019-02-20;No;2019-09-18;Psilocybin vs Escitalopram for Major Depressive Disorder: Comparative Mechanisms;3-no result and not yet overdue
NCT03428256;https://clinicaltrials.gov/show/NCT03428256;Imperial College London;Recruiting;False;False;2019-12-01;No;2019-09-18;Pre-oxygenation Methods in Bariatric Patients;3-no result and not yet overdue
NCT03424187;https://clinicaltrials.gov/show/NCT03424187;Imperial College London;Active, not recruiting;False;True;2017-04-01;No;2019-09-18;The Acute Effects of Food Structure on Appetite Regulation;2-no result and overdue
NCT03422705;https://clinicaltrials.gov/show/NCT03422705;University of Leeds;Not yet recruiting;False;False;2021-07-01;No;2019-09-18;A Pilot Study: Preventing Adverse Remodelling Following Pacemaker Implantation;3-no result and not yet overdue
NCT03677635;https://clinicaltrials.gov/show/NCT03677635;King's College London;Active, not recruiting;False;True;2018-03-31;No;2019-09-18;The Relationship Between Autobiographical Memory and Motivation;2-no result and overdue
NCT03670693;https://clinicaltrials.gov/show/NCT03670693;University of Nottingham;Recruiting;False;False;2020-01-01;No;2019-09-18;Non-invasive Approaches to Identify the Cause of Fatigue in Inflammatory Bowel Disease Patients.;3-no result and not yet overdue
NCT03678129;https://clinicaltrials.gov/show/NCT03678129;King's College London;Recruiting;False;False;2020-02-15;No;2019-09-18;GABA Pathways in Autism Spectrum Disorder (ASD);3-no result and not yet overdue
NCT03674632;https://clinicaltrials.gov/show/NCT03674632;University College London;Not yet recruiting;False;False;2019-12-15;No;2019-09-18;Breastfeed a Better Youngster: the BABY Study;3-no result and not yet overdue
NCT03677856;https://clinicaltrials.gov/show/NCT03677856;University of Birmingham;Not yet recruiting;False;False;2021-11-01;No;2019-09-18;The Effectiveness of ThOracic Epidural and Paravertebral Blockade In Reducing Chronic Post- Thoracotomy Pain: 2;3-no result and not yet overdue
NCT03673111;https://clinicaltrials.gov/show/NCT03673111;Imperial College London;Completed;False;False;2018-12-24;No;2019-09-18;Study of the Gut Hormone Analogue Y14 in Adult Subjects;3-no result and not yet overdue
NCT03670706;https://clinicaltrials.gov/show/NCT03670706;University of Nottingham;Recruiting;False;False;2020-10-01;No;2019-09-18;Knee Pain Nurse Led Package of CareTrial;3-no result and not yet overdue
NCT02416570;https://clinicaltrials.gov/show/NCT02416570;University of Nottingham;Terminated;False;True;2015-10-01;No;2019-09-18;Is Clarithromycin a Potential Treatment for Cachexia in People With Lung Cancer?;2-no result and overdue
NCT02417662;https://clinicaltrials.gov/show/NCT02417662;University College London;Recruiting;False;False;2022-08-01;No;2019-09-18;Stereotactic Ablative Radiotherapy for Oligometastatic Non-small Cell Lung Cancer;3-no result and not yet overdue
NCT02353091;https://clinicaltrials.gov/show/NCT02353091;University College London;Unknown status;False;True;2017-02-01;No;2019-09-18;FM Systems on Children With Auditory Processing Disorders;2-no result and overdue
NCT02351973;https://clinicaltrials.gov/show/NCT02351973;University of Cambridge;Unknown status;False;True;2015-07-01;No;2019-09-18;Comparison of Single and Combination Diuretics in Low-Renin Hypertension;2-no result and overdue
NCT02359448;https://clinicaltrials.gov/show/NCT02359448;University College London;Unknown status;False;True;2015-09-01;No;2019-09-18;Melatonin for Nocturia in Parkinson's Disease;2-no result and overdue
NCT02352870;https://clinicaltrials.gov/show/NCT02352870;King's College London;Completed;False;True;2016-06-01;No;2019-09-18;Intervention for Improving Psychological Distress in Dialysis;2-no result and overdue
NCT02354573;https://clinicaltrials.gov/show/NCT02354573;University of Oxford;Completed;False;True;2014-01-01;No;2019-09-18;The Role of Chronotropic Incompetence in Heart Failure With Normal Ejection Fraction (HFNEF);2-no result and overdue
NCT02358460;https://clinicaltrials.gov/show/NCT02358460;King's College London;Completed;False;True;2014-09-01;No;2019-09-18;Pressure-limited Ventilation Versus Volume-targeted Ventilation in Term Newborns;2-no result and overdue
NCT00579956;https://clinicaltrials.gov/show/NCT00579956;University of Oxford;Unknown status;False;True;2010-09-01;No;2019-09-18;A Randomized Double Blinded Comparison of Ceftazidime and Meropenem in Severe Melioidosis;2-no result and overdue
NCT03185000;https://clinicaltrials.gov/show/NCT03185000;King's College London;Not yet recruiting;False;False;2020-09-01;No;2019-09-18;Treg Immunotherapy in Crohn's Disease;3-no result and not yet overdue
NCT03180957;https://clinicaltrials.gov/show/NCT03180957;University of Oxford;Recruiting;False;False;2019-12-01;No;2019-09-18;Repurposing Anti-TNF for Treating Dupuytren's Disease;3-no result and not yet overdue
NCT03186859;https://clinicaltrials.gov/show/NCT03186859;University of Oxford;Recruiting;False;False;2019-08-01;No;2019-09-18;Effects of Dietary Intervention and Surgery on NAFLD (Non-Alcoholic Fatty Liver Disease);3-no result and not yet overdue
NCT03183258;https://clinicaltrials.gov/show/NCT03183258;University of Oxford;Recruiting;False;False;2019-10-01;No;2019-09-18;Vascularised Sentinel Skin Flaps to Detect Rejection in Pancreas Transplantation;3-no result and not yet overdue
NCT03183830;https://clinicaltrials.gov/show/NCT03183830;Queen Mary University of London;Recruiting;False;False;2018-09-01;No;2019-09-18;Influence of Dietary Nitrate on Skin Inflammation;3-no result and not yet overdue
NCT03188172;https://clinicaltrials.gov/show/NCT03188172;University of Leeds;Recruiting;False;False;2020-10-01;No;2019-09-18;MUK Nine b: OPTIMUM Treatment Protocol;3-no result and not yet overdue
NCT01666925;https://clinicaltrials.gov/show/NCT01666925;University of Oxford;Completed;False;True;2012-08-01;No;2019-09-18;Efficacy of Malaria Vaccines in Kenyan Adults;2-no result and overdue
NCT01662752;https://clinicaltrials.gov/show/NCT01662752;Imperial College London;Completed;True;True;2015-09-01;2019-05-20;2019-09-18;Lymphatic Mapping for Sentinel Node Identification and Analysis;1-result posted and overdue
NCT01664611;https://clinicaltrials.gov/show/NCT01664611;University of Leicester;Completed;False;True;2016-10-30;No;2019-09-18;Daily REmote Ischaemic Conditioning Following Acute Myocardial Infarction;2-no result and overdue
NCT01662726;https://clinicaltrials.gov/show/NCT01662726;Imperial College London;Terminated;False;True;2014-07-01;No;2019-09-18;A Study to Assess the Ability of a Novel Endocrine Treatment for Breast Cancer, Irosustat, to Slow Down Cancer Growth;2-no result and overdue
NCT01660646;https://clinicaltrials.gov/show/NCT01660646;London School of Hygiene and Tropical Medicine;Completed;False;True;2014-12-01;No;2019-09-18;Determining the Impact of Enhanced Case Finding on Tuberculosis Notification in The Gambia;2-no result and overdue
NCT01661322;https://clinicaltrials.gov/show/NCT01661322;University of Nottingham;Terminated;False;True;2017-09-01;No;2019-09-18;Triple Antiplatelets for Reducing Dependency After Ischaemic Stroke;2-no result and overdue
NCT01662778;https://clinicaltrials.gov/show/NCT01662778;Imperial College London;Completed;False;True;2012-12-01;No;2019-09-18;The Clinical Effect of Monodisperse Fluticasone Propionate in Asthma;2-no result and overdue
NCT01666028;https://clinicaltrials.gov/show/NCT01666028;University of Cambridge;Completed;False;True;2013-11-01;No;2019-09-18;Short Term Closed-loop Glucose Control in Adults With Type 1 Diabetes;2-no result and overdue
NCT01661582;https://clinicaltrials.gov/show/NCT01661582;University of Edinburgh;Unknown status;False;True;2015-02-01;No;2019-09-18;Myocardial Ischaemia After Exposure to Diesel Exhaust;2-no result and overdue
NCT01664858;https://clinicaltrials.gov/show/NCT01664858;University of Leeds;Completed;True;True;2016-03-01;2016-10-27;2019-09-18;Clinical Evaluation of Magnetic Resonance Imaging in Coronary Heart Disease-2;1-result posted and overdue
NCT01669512;https://clinicaltrials.gov/show/NCT01669512;University of Oxford;Completed;False;True;2014-12-01;No;2019-09-18;Adjuvanting Viral Vectored Malaria Vaccines With Matrix M;2-no result and overdue
NCT01669928;https://clinicaltrials.gov/show/NCT01669928;Imperial College London;Completed;False;True;2015-07-01;No;2019-09-18;Anti-hypertensive Medication Dosing Regimen in Effective Blood Pressure Control;2-no result and overdue
NCT01661530;https://clinicaltrials.gov/show/NCT01661530;University of Aberdeen;Completed;False;True;2013-06-01;No;2019-09-18;Piloting a Dietary Vitamin E Intervention During Pregnancy;2-no result and overdue
NCT01660659;https://clinicaltrials.gov/show/NCT01660659;London School of Hygiene and Tropical Medicine;Completed;False;True;2012-06-01;No;2019-09-18;Indoor Air Pollution (IAP) Carriage Study;2-no result and overdue
NCT01667406;https://clinicaltrials.gov/show/NCT01667406;Imperial College London;Unknown status;False;True;2016-08-01;No;2019-09-18;The Use of the Hormone Kisspeptin in 'in Vitro Fertilisation' (IVF) Treatment;2-no result and overdue
NCT01668433;https://clinicaltrials.gov/show/NCT01668433;University of Oxford;Completed;False;True;2014-10-01;No;2019-09-18;Pharmacokinetic and in Vitro Transmission Blocking Activities Study of Primaquine Compare to Methylene Blue in Healthy Volunteer Both G6PD Normal and G6PD Deficiency;2-no result and overdue
NCT01661569;https://clinicaltrials.gov/show/NCT01661569;University College London;Unknown status;False;True;2013-01-01;No;2019-09-18;A Randomised Controlled Trial to Investigate the Effects of a Mindfulness Smartphone App on Well-being in the Workplace;2-no result and overdue
NCT00129636;https://clinicaltrials.gov/show/NCT00129636;Imperial College London;Completed;False;True;Not given;No;2019-09-18;The Usefulness of Patients Receiving Their Own Letter After an Outpatient Attendance;2-no result and overdue
NCT00125853;https://clinicaltrials.gov/show/NCT00125853;Imperial College London;Completed;False;True;2008-07-01;No;2019-09-18;The Effect of Nebivolol on Insulin Sensitivity;2-no result and overdue
NCT00129987;https://clinicaltrials.gov/show/NCT00129987;Imperial College London;Completed;False;True;Not given;No;2019-09-18;Trial of Lay-led Individualised Self-management Education for Adults With Asthma;2-no result and overdue
NCT00121771;https://clinicaltrials.gov/show/NCT00121771;London School of Hygiene and Tropical Medicine;Completed;False;True;Not given;No;2019-09-18;Malaria Candidate Vaccines FP9 Circumsporozoite (CS) and MVA CS in Adult Gambian Men;2-no result and overdue
NCT00126048;https://clinicaltrials.gov/show/NCT00126048;University of Glasgow;Completed;False;True;2007-09-01;No;2019-09-18;Trial to Evaluate the Effect of Statins on Asthma Control of Patients With Chronic Asthma;2-no result and overdue
NCT00122083;https://clinicaltrials.gov/show/NCT00122083;University of Oxford;Completed;False;True;Not given;No;2019-09-18;An Evaluation of the Effectiveness of a Simple Marketing Intervention in Changing Student Attitudes to Depression;2-no result and overdue
NCT00125866;https://clinicaltrials.gov/show/NCT00125866;Imperial College London;Completed;False;True;Not given;No;2019-09-18;The Effect of Cocoa Flavonoids on Blood Pressure;2-no result and overdue
NCT00124072;https://clinicaltrials.gov/show/NCT00124072;University of Oxford;Completed;True;True;2008-05-01;2010-03-29;2019-09-18;Study of the Effectiveness of Additional Reductions in Cholesterol and Homocysteine;1-result posted and overdue
NCT00129779;https://clinicaltrials.gov/show/NCT00129779;Imperial College London;Completed;False;True;Not given;No;2019-09-18;Assessment of the Effects of an Intermediate Care Package in Preventing Hospitalisation of Patients With COPD;2-no result and overdue
NCT00125593;https://clinicaltrials.gov/show/NCT00125593;University of Oxford;Completed;True;True;2010-08-01;2011-08-19;2019-09-18;Study of Heart and Renal Protection;1-result posted and overdue
NCT00129701;https://clinicaltrials.gov/show/NCT00129701;Imperial College London;Completed;False;True;Not given;No;2019-09-18;Can we Reduce Hospital Attendance Without Compromising Care by the Use of Telephone Consultation;2-no result and overdue
NCT00121823;https://clinicaltrials.gov/show/NCT00121823;London School of Hygiene and Tropical Medicine;Completed;False;True;Not given;No;2019-09-18;Malaria Infection Diagnosed by Polymerase Chain Reaction (PCR) as a Means of Evaluating Pre-erythrocytic Candidate Malaria Vaccines;2-no result and overdue
NCT00129662;https://clinicaltrials.gov/show/NCT00129662;Imperial College London;Completed;False;True;2010-01-01;No;2019-09-18;Comprehension and Evaluation of a Pictorial Action Plan for Those With Asthma or COPD;2-no result and overdue
NCT00122811;https://clinicaltrials.gov/show/NCT00122811;Imperial College London;Unknown status;False;True;Not given;No;2019-09-18;The Hypertension in the Very Elderly Trial (HYVET);2-no result and overdue
NCT00129649;https://clinicaltrials.gov/show/NCT00129649;Imperial College London;Completed;False;True;Not given;No;2019-09-18;Service Development: Assessing Non-attendance Rates in Outpatient Clinics;2-no result and overdue
NCT00124826;https://clinicaltrials.gov/show/NCT00124826;University of Glasgow;Completed;False;True;Not given;No;2019-09-18;SELESTIAL: Trial of Insulin to Control Blood Sugar After Acute Stroke Using Magnetic Resonance Imaging (MRI) End-Points;2-no result and overdue
NCT00120809;https://clinicaltrials.gov/show/NCT00120809;London School of Hygiene and Tropical Medicine;Completed;False;True;Not given;No;2019-09-18;Intermittent Preventative Treatment With Sulfadoxine-Pyrimethamine in Gambian Multigravidae;2-no result and overdue
NCT00120822;https://clinicaltrials.gov/show/NCT00120822;London School of Hygiene and Tropical Medicine;Completed;False;True;Not given;No;2019-09-18;Folic Acid Supplementation in Gambian Primigravidae;2-no result and overdue
NCT02840071;https://clinicaltrials.gov/show/NCT02840071;University of Nottingham;Unknown status;False;True;2017-03-01;No;2019-09-18;ACT for Distress in Head and Neck Cancer Patients;2-no result and overdue
NCT02840318;https://clinicaltrials.gov/show/NCT02840318;University College London;Completed;False;True;2014-12-01;No;2019-09-18;Compassion Pilot Intervention Study to Enhanced Integrated Care for People With Severe Memory Problems;2-no result and overdue
NCT02841527;https://clinicaltrials.gov/show/NCT02841527;University of Bristol;Recruiting;False;False;2022-09-30;No;2019-09-18;Gastric Bypass, Gastric Band or Sleeve Gastrectomy to Treat Obesity;3-no result and not yet overdue
NCT02846454;https://clinicaltrials.gov/show/NCT02846454;University of Reading;Recruiting;False;True;2018-07-01;No;2019-09-18;Effects of Inulin and Arabinoxylan on Satiety, Energy/Food Intake and Changes in the Human Gut Microbiota;2-no result and overdue
NCT02847715;https://clinicaltrials.gov/show/NCT02847715;University of Leeds;Recruiting;False;False;2020-06-01;No;2019-09-18;Electronic Patient Self-Reported Outcomes to Improve Cancer Management and Patient Experiences;3-no result and not yet overdue
NCT02843009;https://clinicaltrials.gov/show/NCT02843009;University of Glasgow;Completed;False;True;2015-09-01;No;2019-09-18;Fish Oil and Adaptations to Resistance Exercise in Older People;2-no result and overdue
NCT02840630;https://clinicaltrials.gov/show/NCT02840630;University of Aberdeen;Recruiting;False;False;2019-12-01;No;2019-09-18;Effect of FISH Intake on MEtabolic Health in a Diabetic South Asian popuLation (FISH MEAL);3-no result and not yet overdue
NCT02849054;https://clinicaltrials.gov/show/NCT02849054;King's College London;Recruiting;False;False;2021-12-01;No;2019-09-18;CDH - Optimisation of Neonatal Ventilation;3-no result and not yet overdue
NCT02847312;https://clinicaltrials.gov/show/NCT02847312;University of Reading;Unknown status;False;True;2017-04-01;No;2019-09-18;Chronic Cardiovascular and Gut-bacteria Effects of Phenolic Rich Oats in Adults With Above Average Blood Pressure;2-no result and overdue
NCT02659813;https://clinicaltrials.gov/show/NCT02659813;University of Dundee;Active, not recruiting;False;False;2019-09-01;No;2019-09-18;Orthodontic Archwire Effectiveness Trial;3-no result and not yet overdue
NCT02656082;https://clinicaltrials.gov/show/NCT02656082;University of Leeds;Completed;False;True;2017-12-31;No;2019-09-18;Targeted Therapy Using Intradermal Injection of Etanercept for Remission Induction in Discoid Lupus Erythematosus;2-no result and overdue
NCT02653274;https://clinicaltrials.gov/show/NCT02653274;University of Nottingham;Completed;False;True;2016-03-01;No;2019-09-18;Assessment of Millet, Oat and Rye Porridge Breakfasts Glucose and Gastric Emptying;2-no result and overdue
NCT02655926;https://clinicaltrials.gov/show/NCT02655926;University College London;Completed;False;True;2016-11-01;No;2019-09-18;Deep Brain Stimulation for Severe Obsessive Compulsive Disorder;2-no result and overdue
NCT02654730;https://clinicaltrials.gov/show/NCT02654730;London School of Hygiene and Tropical Medicine;Terminated;False;True;2016-09-01;No;2019-09-18;Evaluation of the Safety of Primaquine in Combination With Dihydroartemisinin-piperaquine in G6PD Deficient Males in The Gambia;2-no result and overdue
NCT02655406;https://clinicaltrials.gov/show/NCT02655406;Imperial College London;Recruiting;False;False;2020-01-01;No;2019-09-18;COMpression Following Endovenous TreatmenT of Incompetent Varicose Veins (COMFETTI);3-no result and not yet overdue
NCT00222612;https://clinicaltrials.gov/show/NCT00222612;University of Oxford;Unknown status;False;True;2013-08-01;No;2019-09-18;Medical Research Council (MRC) Working Party on Leukaemia in Children UK National Acute Lymphoblastic Leukaemia (ALL) Trial: UKALL 2003;2-no result and overdue
NCT00225355;https://clinicaltrials.gov/show/NCT00225355;University of Glasgow;Terminated;False;True;Not given;No;2019-09-18;Rosiglitazone Versus Placebo in Chronic Stable Angina;2-no result and overdue
NCT00222547;https://clinicaltrials.gov/show/NCT00222547;University of Oxford;Completed;False;True;Not given;No;2019-09-18;Deworming and Enhanced Vitamin A Every 6 Month in Rural Indian Children Aged 1-6;2-no result and overdue
NCT00222573;https://clinicaltrials.gov/show/NCT00222573;University of Oxford;Completed;False;True;Not given;No;2019-09-18;Efficacy and Safety of Adding Clopidogrel to Aspirin or Use of Metoprolol in Myocardial Infarction;2-no result and overdue
NCT00222664;https://clinicaltrials.gov/show/NCT00222664;University of Oxford;Completed;False;True;Not given;No;2019-09-18;Qidong Hepatitis B Intervention Study;2-no result and overdue
NCT00225342;https://clinicaltrials.gov/show/NCT00225342;University of Glasgow;Withdrawn;False;False;Not given;No;2019-09-18;Study Protocol for Rosiglitazone Versus Gliclazide in Diabetics With Angina;3-no result and not yet overdue
NCT03661190;https://clinicaltrials.gov/show/NCT03661190;University of Exeter;Completed;False;True;2018-05-31;No;2019-09-18;Online Grammatical Reasoning Training for Older Adults;2-no result and overdue
NCT03666975;https://clinicaltrials.gov/show/NCT03666975;University College London;Recruiting;False;False;2018-12-28;No;2019-09-18;Can we Promote Bone Lengthening With Vibration Therapy?;3-no result and not yet overdue
NCT03661827;https://clinicaltrials.gov/show/NCT03661827;University of Leicester;Recruiting;False;False;2020-12-01;No;2019-09-18;Dobutamine vs Adenosine CMR Study;3-no result and not yet overdue
NCT03662750;https://clinicaltrials.gov/show/NCT03662750;Imperial College London;Recruiting;False;False;2019-12-31;No;2019-09-18;TSPO PET as a Measure of Post-stroke Brain Inflammation: a Natural History Cohort;3-no result and not yet overdue
NCT03661125;https://clinicaltrials.gov/show/NCT03661125;King's College London;Recruiting;False;False;2021-09-01;No;2019-09-18;SRC Inhibition as a Potential Target for Parkinson's Disease Psychosis;3-no result and not yet overdue
NCT03661580;https://clinicaltrials.gov/show/NCT03661580;University of Sheffield;Recruiting;False;False;2021-04-05;No;2019-09-18;BA Trial for Co-Occurring Depression and Substance Use;3-no result and not yet overdue
NCT03663998;https://clinicaltrials.gov/show/NCT03663998;Imperial College London;Completed;False;True;2017-05-10;No;2019-09-18;Optimising DNA Vaccinations in Healthy Volunteers;2-no result and overdue
NCT00910494;https://clinicaltrials.gov/show/NCT00910494;University of Dundee;Terminated;False;True;2016-03-01;No;2019-09-18;Intraoperative Radiotherapy for Rectal Cancer Using the Photon Radiosurgery System;2-no result and overdue
NCT00919815;https://clinicaltrials.gov/show/NCT00919815;London School of Hygiene and Tropical Medicine;Completed;False;True;2012-12-01;No;2019-09-18;Ciclosporin in the Management of New Type 1 Reactions in Leprosy;2-no result and overdue
NCT00915785;https://clinicaltrials.gov/show/NCT00915785;King's College London;Completed;False;True;2013-04-01;No;2019-09-18;Azacytidine for the Treatment of Myelodysplastic Syndromes/Acute Myeloid Leukemia (MDS/AML) With High Risk (Chromosome 7 and or Complex) Cytogenetic Abnormalities;2-no result and overdue
NCT00919776;https://clinicaltrials.gov/show/NCT00919776;London School of Hygiene and Tropical Medicine;Completed;False;True;2012-12-01;No;2019-09-18;Ciclosporin in the Management of Chronic or Recurrent Erythema Nodosum Leprosum;2-no result and overdue
NCT00910767;https://clinicaltrials.gov/show/NCT00910767;University of Cambridge;Completed;False;True;2009-07-01;No;2019-09-18;Closing the Loop in Adults With Type 1 Diabetes;2-no result and overdue
NCT00912197;https://clinicaltrials.gov/show/NCT00912197;Imperial College London;Completed;False;True;2011-08-01;No;2019-09-18;Effect of Oligofructose on Appetite in Overweight Subjects;2-no result and overdue
NCT00916305;https://clinicaltrials.gov/show/NCT00916305;London School of Hygiene and Tropical Medicine;Completed;True;True;2009-10-01;2016-04-04;2019-09-18;TUNE! Teaching the UK About Noise Exposure: A Pilot Study;1-result posted and overdue
NCT00912613;https://clinicaltrials.gov/show/NCT00912613;University of Liverpool;Completed;False;True;2008-12-01;No;2019-09-18;Intensive Care Unit (ICU) Diaries as a Therapeutic Intervention for Post Traumatic Stress Disorder (PTSD) Following Critical Illness;2-no result and overdue
NCT00919542;https://clinicaltrials.gov/show/NCT00919542;London School of Hygiene and Tropical Medicine;Completed;False;True;2012-12-01;No;2019-09-18;Ciclosporin in the Management of New Erythema Nodosum Leprosum;2-no result and overdue
NCT00919451;https://clinicaltrials.gov/show/NCT00919451;London School of Hygiene and Tropical Medicine;Completed;False;True;2013-06-01;No;2019-09-18;Ciclosporin in the Management of Steroid Resistant Type 1 Reactions in Leprosy;2-no result and overdue
NCT03249181;https://clinicaltrials.gov/show/NCT03249181;University of Liverpool;Active, not recruiting;False;False;2020-09-01;No;2019-09-18;Dolutegravir in Pregnant HIV Mothers and Their Neonates;3-no result and not yet overdue
